systype,sysid,description,default_string,translation,context
12,1373,Twitter Integration - Maximum 280 Characters,Maximum 280 Characters,Maximum 280 Characters,
12,1374,Twitter Integration - Request Created,$#Request Created,$#Request Created,
12,1375,Twitter Integration - Sending Reply,Sending Reply,Sending Reply,
12,1376,Twitter Integration - Reply Sent,Reply Sent,Reply Sent,
12,1377,"Twitter Integration - Before connecting to a Twitter account, the Halo Support Team must verify your Halo application url with Twitter.","Before connecting to a Twitter account, the Halo Support Team must verify your Halo application url with Twitter.","Before connecting to a Twitter account, the Halo Support Team must verify your Halo application url with Twitter.",
12,1378,Twitter Integration - the Halo Support Team to complete the verification process.,the Halo Support Team to complete the verification process.,the Halo Support Team to complete the verification process.,
12,1379,Word - Verification,Verification,Verification,
12,1380,Twitter Integration - Connect to Twitter,Connect to Twitter,Connect to Twitter,
12,1381,Word - Please,Please,Please,
12,1382,Twitter Integration - Twitter User,Twitter User,Twitter User,
12,1383,Appointment - Other Attendees,Other Attendees,Other Attendees,
12,1384,Appointment - The assigned Technician is not the organizer of the Appointment.,The assigned $#Technician is not the organizer of the $#Appointment.,The assigned $#Technician is not the organizer of the $#Appointment.,
12,1385,Lansweeper Integration - Lansweeper Details,Lansweeper Details,Lansweeper Details,
12,1386,API Warning - Module ID is not valid,Module ID is not valid,Module ID is not valid,
12,1387,API Warning - Insert not allowed,Insert not allowed,Insert not allowed,
12,1388,Lansweeper Integration - Connecting to Lansweeper,Connecting to Lansweeper,Connecting to Lansweeper,
12,1389,"Lansweeper Integration - To import data from Lansweeper into Halo, the Halo Service Solutions application must be added to each individual site in Lansweeper.","To import data from Lansweeper into Halo, the Halo Service Solutions application must be added to each individual site in Lansweeper.","To import data from Lansweeper into Halo, the Halo Service Solutions application must be added to each individual site in Lansweeper.",
12,1390,"Lansweeper Integration - Once the application has been added to at least one Site, use the authorize button below to connect your Lansweeper account to Halo.","Once the application has been added to at least one Site, use the authorize button below to connect your Lansweeper account to Halo.","Once the application has been added to at least one Site, use the authorize button below to connect your Lansweeper account to Halo.",
12,1391,Lansweeper Integration - Allowed Callback URL,Allowed Callback URL,Allowed Callback URL,
12,1392,Lansweeper Integration - Lansweeper Application Details,Lansweeper Application Details,Lansweeper Application Details,
12,1393,Lansweeper Integration - You have successfully connected to your Lansweeper instance.,You have successfully connected to your Lansweeper instance.,You have successfully connected to your Lansweeper instance.,
12,1394,"Lansweeper Integration - Lansweeper Sites can be mapped to Halo Sites, so that Assets imported from each Lansweeper Site can be assigned to different Sites in Halo.","Lansweeper Sites can be mapped to Halo $#Sites, so that $#Assets imported from each Lansweeper Site can be assigned to different $#Sites in Halo.","Lansweeper Sites can be mapped to Halo $#Sites, so that $#Assets imported from each Lansweeper Site can be assigned to different $#Sites in Halo.",
12,1395,"Lansweeper Integration - To import Assets from a Lansweeper Site, the Halo Service Solutions application must be authorized for the Site. Only authorized Sites will be shown when creating mappings.","To import $#Assets from a Lansweeper Site, the Halo Service Solutions application must be authorized for the Site. Only authorized Sites will be shown when creating mappings.","To import $#Assets from a Lansweeper Site, the Halo Service Solutions application must be authorized for the Site. Only authorized Sites will be shown when creating mappings.",
12,1396,Lansweeper Integration - Basic Info,Basic Info,Basic Info,
12,1397,Lansweeper Integration - Custom Info,Custom Info,Custom Info,
12,1398,Lansweeper Integration - Operating System,Operating System,Operating System,
12,1399,Lansweeper Integration - At least one site mapping is required,At least one site mapping is required,At least one site mapping is required,
12,1400,Module - Atera RMM,Atera RMM,Atera RMM,
12,1401,Atera RMM Integration - Atera RMM Details,Atera RMM Details,Atera RMM Details,
12,1402,Atera RMM Integration - Clients being imported from Atera RMM for the first time will update an existing client in Halo if the name in Atera RMM is equal to the name in Halo.,$#Clients being imported from Atera RMM for the first time will update an existing $#client in Halo if the name in Atera RMM is equal to the name in Halo.,$#Clients being imported from Atera RMM for the first time will update an existing $#client in Halo if the name in Atera RMM is equal to the name in Halo.,
12,1403,"Atera RMM Integration - Assets will be assigned to this Site if their Atera RMM Site has not been imported, or if they are not linked to a Site.","$#Assets will be assigned to this $#Site if their Atera RMM $#Site has not been imported, or if they are not linked to a $#Site.","$#Assets will be assigned to this $#Site if their Atera RMM $#Site has not been imported, or if they are not linked to a $#Site.",
12,1404,Atera RMM Integration - Atera RMM Asset Types are matched to existing Asset Types via their name.,Atera RMM $#AssetTypes are matched to existing Halo $#AssetTypes via their name.,Atera RMM $#AssetTypes are matched to existing Halo $#AssetTypes via their name.,
12,1405,"Atera RMM Integration - By default, the Atera RMM ID will always be checked first.","By default, the Atera RMM ID will always be checked first.","By default, the Atera RMM ID will always be checked first.",
12,1406,Atera RMM Integration - Device Types to Import,Device Types to Import,Device Types to Import,
12,1407,Atera RMM Integration - At least one Atera RMM Device Type must be selected,At least one Atera RMM Device Type must be selected,At least one Atera RMM Device Type must be selected,
